2025-03-30 09:01:41,738 - BackendLogger - INFO - Backend logging initialized. Log file: data/logs/backend.log
2025-04-09 18:08:20,405 - BackendLogger - INFO - Backend logging initialized. Log file: data/logs/backend.log
2025-04-09 18:08:20,409 - BackendLogger - WARNING - Attempted to embed empty text
2025-04-09 18:08:20,409 - BackendLogger - WARNING - Attempted to embed empty text
2025-04-09 18:08:20,410 - BackendLogger - ERROR - Error generating embedding: Simulated API Error
2025-04-09 18:08:20,411 - BackendLogger - INFO - Generating embeddings for 2 texts
2025-04-09 18:08:20,411 - BackendLogger - INFO - Successfully generated 2 embeddings
2025-04-09 18:08:20,412 - BackendLogger - WARNING - Empty text at index 1 will receive a zero vector
2025-04-09 18:08:20,413 - BackendLogger - WARNING - Empty text at index 2 will receive a zero vector
2025-04-09 18:08:20,414 - BackendLogger - WARNING - Empty text at index 4 will receive a zero vector
2025-04-09 18:08:20,414 - BackendLogger - INFO - Generating embeddings for 2 texts
2025-04-09 18:08:20,414 - BackendLogger - INFO - Successfully generated 2 embeddings
2025-04-09 18:08:20,415 - BackendLogger - WARNING - Empty text at index 0 will receive a zero vector
2025-04-09 18:08:20,415 - BackendLogger - WARNING - Empty text at index 1 will receive a zero vector
2025-04-09 18:08:20,415 - BackendLogger - WARNING - Empty text at index 2 will receive a zero vector
2025-04-09 18:08:20,416 - BackendLogger - INFO - Generating embeddings for 2 texts
2025-04-09 18:08:20,417 - BackendLogger - ERROR - Error generating embeddings: Simulated API Error Batch
2025-04-09 18:12:38,897 - BackendLogger - INFO - Backend logging initialized. Log file: data/logs/backend.log
2025-04-09 18:15:39,225 - BackendLogger - INFO - Backend logging initialized. Log file: data/logs/backend.log
2025-04-09 18:15:39,792 - PytestDB - INFO - Backend logging initialized. Log file: /Users/pouria/Documents/Coding/YDR Policy Scraping/data/logs/backend.log
2025-04-09 18:15:39,792 - PytestDB - INFO - Using Test Database URL: postgresql+asyncpg://pouria:@localhost:5432/ydrpolicy_test
2025-04-09 18:15:39,802 - PytestDB - INFO - Setting up test database (session scope)...
2025-04-09 18:15:39,803 - PytestDB - WARNING - Attempting to drop test database 'postgresql+asyncpg://pouria:@localhost:5432/ydrpolicy_test' if it exists...
2025-04-09 18:15:39,803 - BackendLogger - WARNING - Attempting to drop database 'ydrpolicy_test'... THIS WILL DELETE ALL DATA!
2025-04-09 18:15:39,803 - BackendLogger - ERROR - Error parsing database URL 'postgresql+asyncpg://pouria:@localhost:5432/ydrpolicy_test' for dropping: pytest: reading from stdin while output is captured!  Consider using `-s`.
2025-04-09 18:15:39,804 - PytestDB - INFO - Attempting to create test database 'postgresql+asyncpg://pouria:@localhost:5432/ydrpolicy_test'...
2025-04-09 18:15:39,804 - BackendLogger - INFO - Checking if database 'ydrpolicy_test' exists...
2025-04-09 18:15:39,813 - BackendLogger - INFO - Creating database 'ydrpolicy_test'...
2025-04-09 18:15:39,907 - BackendLogger - INFO - [green]SUCCESS:[/green] Database 'ydrpolicy_test' created.
2025-04-09 18:15:39,909 - PytestDB - INFO - Test database created or already exists.
2025-04-09 18:15:39,909 - BackendLogger - INFO - Ensuring extension 'vector' exists...
2025-04-09 18:15:39,910 - BackendLogger - ERROR - Error creating extension 'vector': 'async_generator' object has no attribute 'begin'
2025-04-09 18:15:39,910 - PytestDB - INFO - Creating tables in test database...
2025-04-09 18:16:21,309 - BackendLogger - INFO - Backend logging initialized. Log file: data/logs/backend.log
2025-04-09 18:16:21,538 - PytestDB - INFO - Backend logging initialized. Log file: /Users/pouria/Documents/Coding/YDR Policy Scraping/data/logs/backend.log
2025-04-09 18:16:21,538 - PytestDB - INFO - Using Test Database URL: postgresql+asyncpg://pouria:@localhost:5432/ydrpolicy_test
2025-04-09 18:16:21,547 - PytestDB - INFO - Setting up test database (session scope)...
2025-04-09 18:16:21,547 - PytestDB - WARNING - Attempting to drop test database 'postgresql+asyncpg://pouria:@localhost:5432/ydrpolicy_test' if it exists...
